,sex,age,address,famsize,Pstatus,Medu,Fedu,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,Promedio,M__at_home,M__nurse,M__otherMomJob,M__services,M__teacher,F__at_home,F__health,F__otherFatherJob,F__services,F__teacher,G__father,G__mother,G__otherGuardian
129,0,16,1,1,0,4,4,1,1,0,0,0,1,1,1,1,1,0,3,5,5,2,5,4,8,18.0,0,0,0,0,1,0,0,0,0,1,0,1,0
130,1,15,1,1,0,3,4,2,3,2,0,1,0,0,1,1,1,1,4,2,2,2,2,5,0,4.0,0,0,0,1,0,0,0,0,0,1,1,0,0
131,1,15,0,1,0,1,1,3,1,0,0,1,0,1,0,1,1,1,4,3,3,1,2,4,0,2.666666667,1,0,0,0,0,0,0,1,0,0,0,1,0
132,1,17,0,0,0,2,2,1,1,0,0,1,0,0,1,1,1,1,3,4,4,1,3,5,12,11.66666667,0,0,1,0,0,0,0,1,0,0,1,0,0
133,1,16,0,1,1,3,4,1,1,0,0,0,0,0,1,1,1,0,3,2,1,1,4,5,16,11.33333333,0,0,0,1,0,0,0,1,0,0,1,0,0
134,0,15,1,1,0,3,4,4,2,0,0,1,0,0,1,1,0,1,5,3,3,1,1,5,0,3.0,1,0,0,0,0,0,0,0,0,1,0,1,0
135,1,15,0,1,0,4,4,1,3,0,0,1,0,1,1,1,1,1,4,3,3,1,1,5,0,3.666666667,0,0,0,1,0,1,0,0,0,0,0,1,0
136,0,17,1,1,0,3,4,3,2,0,0,0,0,0,1,1,0,0,5,4,5,2,4,5,0,3.333333333,1,0,0,0,0,0,0,1,0,0,0,1,0
137,1,16,0,1,1,3,3,2,1,2,0,1,0,1,0,1,1,1,4,3,2,1,1,5,0,1.333333333,0,0,1,0,0,0,0,1,0,0,0,0,1
138,0,16,0,0,0,1,1,1,2,1,0,0,0,0,1,1,0,1,4,4,4,1,3,5,0,12.66666667,0,0,0,1,0,0,0,1,0,0,0,1,0
139,1,15,0,1,0,4,4,2,1,0,0,0,0,1,1,1,1,0,4,3,2,1,1,5,0,15.66666667,0,0,0,0,1,0,0,0,0,1,0,1,0
140,0,15,0,1,0,4,3,2,4,0,1,1,0,0,1,1,1,0,2,2,2,1,1,3,0,5.333333333,0,0,0,0,1,0,0,0,1,0,1,0,0
141,0,16,0,0,0,2,2,2,1,2,0,1,0,1,1,1,1,0,2,3,3,2,2,2,8,9.0,0,0,0,1,0,0,0,0,1,0,1,0,0
142,1,15,0,1,0,4,4,1,3,0,0,1,1,1,1,1,1,0,4,2,2,1,1,5,2,10.33333333,0,0,0,0,1,0,0,0,1,0,0,1,0
143,1,16,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,3,4,4,3,3,1,2,13.66666667,1,0,0,0,0,1,0,0,0,0,0,1,0
144,0,17,0,1,0,2,1,1,1,3,0,1,0,0,1,1,1,0,5,4,5,1,2,5,0,1.666666667,0,0,1,0,0,0,0,1,0,0,0,1,0
145,1,15,0,1,0,1,1,1,2,0,0,1,1,0,1,1,1,0,4,4,2,1,2,5,0,10.0,0,0,1,0,0,0,0,0,1,0,1,0,0
146,1,15,0,1,0,3,2,1,2,3,0,1,0,0,1,1,1,0,3,3,2,1,1,3,0,4.333333333,0,1,0,0,0,0,0,0,1,0,1,0,0
147,1,15,0,1,0,1,2,1,2,0,0,1,1,0,0,1,1,0,4,3,2,1,1,5,2,10.66666667,1,0,0,0,0,0,0,1,0,0,0,1,0
148,0,16,0,1,0,4,4,1,1,0,0,1,0,0,1,0,1,1,3,3,2,2,1,5,0,4.333333333,0,0,0,0,1,0,0,0,0,1,0,1,0
149,0,15,0,0,1,2,1,4,1,3,0,0,0,0,1,1,1,0,4,5,5,2,5,5,0,9.0,0,0,0,1,0,0,0,1,0,0,0,1,0
150,0,18,0,0,0,1,1,1,1,3,0,0,0,0,1,0,1,1,2,3,5,2,5,4,0,3.666666667,0,0,1,0,0,0,0,1,0,0,0,1,0
151,0,16,0,0,0,2,1,1,1,1,0,0,0,1,1,1,0,1,4,4,4,3,5,5,6,13.0,1,0,0,0,0,0,0,1,0,0,0,1,0
152,1,15,1,1,0,3,3,2,3,2,0,1,1,1,1,1,1,1,4,2,1,2,3,3,8,10.0,0,0,0,1,0,0,0,0,1,0,0,0,1
153,0,19,0,1,0,3,2,1,1,3,0,1,0,0,1,0,1,1,4,5,4,1,1,4,0,1.666666667,0,0,0,1,0,1,0,0,0,0,0,1,0
154,1,17,0,1,0,4,4,1,1,0,1,1,0,0,1,1,0,1,4,2,1,1,1,4,0,11.33333333,0,0,1,0,0,0,0,0,0,1,0,1,0
155,0,15,1,1,0,2,3,1,2,0,1,0,1,1,1,1,0,0,4,4,4,1,1,1,2,9.0,1,0,0,0,0,0,0,0,1,0,0,1,0
156,0,17,1,0,0,1,2,1,1,0,0,0,0,0,1,1,0,0,2,2,2,3,3,5,8,13.66666667,0,0,1,0,0,0,0,1,0,0,0,1,0
157,1,18,1,1,0,1,1,3,1,3,0,1,0,1,0,1,0,0,5,2,5,1,5,4,6,9.0,1,0,0,0,0,0,0,1,0,0,0,1,0
158,0,16,1,1,0,2,2,3,1,0,0,0,0,0,0,1,0,0,4,2,2,1,2,3,2,15.66666667,1,0,0,0,0,0,0,1,0,0,0,1,0
159,0,16,0,1,0,3,3,1,2,1,0,1,1,0,1,1,1,1,4,5,5,4,4,5,4,11.33333333,0,0,1,0,0,0,0,0,1,0,1,0,0
160,0,17,1,0,0,2,1,2,1,2,0,0,0,1,1,0,1,1,3,3,2,2,2,5,0,4.333333333,1,0,0,0,0,0,0,1,0,0,0,1,0
161,0,15,1,1,0,3,2,2,2,2,1,1,0,0,1,1,1,1,4,4,4,1,4,3,6,7.0,0,0,1,0,0,0,0,1,0,0,0,1,0
162,0,16,0,0,0,1,2,2,1,1,0,0,0,1,1,1,0,0,4,4,4,2,4,5,0,2.333333333,0,0,1,0,0,0,0,1,0,0,0,1,0
163,0,17,0,1,0,1,3,1,1,0,0,0,0,0,1,0,1,0,5,3,3,1,4,2,2,10.0,1,0,0,0,0,0,0,0,1,0,1,0,0
164,0,17,1,0,0,1,1,4,2,3,0,0,0,1,1,0,0,1,5,3,5,1,5,5,0,6.666666667,0,0,1,0,0,0,0,0,1,0,0,1,0
165,0,16,0,1,0,3,2,2,1,1,0,1,0,1,0,0,0,0,4,5,2,1,1,2,16,11.66666667,0,0,0,1,0,0,0,0,1,0,0,1,0
166,0,16,0,1,0,2,2,1,2,0,0,0,0,0,1,0,1,0,4,3,5,2,4,4,4,10.0,0,0,1,0,0,0,0,1,0,0,1,0,0
167,1,16,0,1,0,4,2,1,2,0,0,0,1,0,1,1,1,1,4,2,3,1,1,3,0,15.0,0,1,0,0,0,0,0,0,1,0,1,0,0
168,1,16,0,1,0,2,2,1,2,0,0,1,1,0,0,1,1,0,5,1,5,1,1,4,0,4.333333333,0,0,1,0,0,0,0,1,0,0,0,1,0
169,1,16,0,1,0,4,4,1,2,0,0,1,1,0,1,1,1,1,4,4,2,1,1,3,0,14.0,0,1,0,0,0,0,1,0,0,0,0,1,0
170,0,16,0,1,0,3,4,3,1,2,0,1,0,1,0,1,1,0,3,4,5,2,4,2,0,3.666666667,0,0,1,0,0,0,0,1,0,0,1,0,0
171,0,16,0,1,0,1,0,2,2,0,0,1,1,1,1,1,1,1,4,3,2,1,1,3,2,14.66666667,0,0,1,0,0,0,0,1,0,0,0,1,0
172,0,17,0,0,0,4,4,1,2,0,0,1,1,1,1,1,1,0,4,4,4,1,3,5,0,11.33333333,0,0,0,0,1,0,0,1,0,0,0,1,0
173,1,16,0,1,0,1,3,1,2,3,0,0,0,1,0,1,1,1,4,3,5,1,1,3,0,5.0,1,0,0,0,0,0,0,0,1,0,0,1,0
174,1,16,0,0,0,3,3,2,2,0,0,1,1,1,1,1,1,0,4,4,5,1,1,4,4,10.0,0,0,1,0,0,0,0,1,0,0,0,1,0
175,0,17,0,0,0,4,3,2,2,0,0,0,1,1,1,1,1,0,4,4,4,4,4,4,4,9.333333333,0,0,0,0,1,0,0,1,0,0,0,1,0
176,1,16,0,1,0,2,2,2,2,0,0,0,1,1,0,1,1,0,3,4,4,1,4,5,2,12.33333333,0,0,0,1,0,0,0,1,0,0,0,1,0
177,0,17,0,1,0,3,3,1,2,0,0,0,0,1,0,1,1,0,4,3,4,1,4,4,4,5.666666667,0,0,1,0,0,0,0,1,0,0,1,0,0
178,0,16,1,1,0,4,2,1,1,0,0,1,0,1,1,1,1,1,4,3,3,3,4,3,10,9.0,0,0,0,0,1,0,0,0,1,0,0,1,0
179,0,17,0,1,0,4,3,1,2,0,0,1,0,1,1,1,1,1,5,2,3,1,1,2,4,10.33333333,0,0,1,0,0,0,0,1,0,0,0,1,0
180,0,16,0,1,0,4,3,1,2,0,0,1,1,1,1,1,1,0,3,4,3,2,3,3,10,8.333333333,0,0,0,0,1,0,0,1,0,0,0,1,0
181,0,16,0,1,0,3,3,1,2,0,0,0,1,1,1,1,1,1,4,2,3,1,2,3,2,12.33333333,0,0,0,1,0,0,0,1,0,0,0,1,0
182,1,17,0,1,0,2,4,1,2,0,0,1,0,1,1,1,0,0,5,4,2,2,3,5,0,16.66666667,0,0,0,1,0,0,0,0,1,0,1,0,0
183,1,17,0,0,0,3,3,1,2,0,0,1,0,1,1,1,1,1,5,3,3,2,3,1,56,8.666666667,0,0,1,0,0,0,0,1,0,0,0,1,0
184,1,16,0,1,0,3,2,1,2,0,0,1,1,0,1,1,1,0,1,2,2,1,2,1,14,12.33333333,0,0,1,0,0,0,0,1,0,0,0,1,0
185,0,17,0,1,0,3,3,1,2,0,0,1,0,1,1,1,1,1,4,3,4,2,3,4,12,11.66666667,0,0,0,1,0,0,0,0,1,0,0,1,0
186,0,16,0,1,0,1,2,1,1,0,0,1,1,1,1,1,1,1,3,3,3,1,2,3,2,11.33333333,0,0,0,1,0,0,0,0,1,0,0,1,0
187,0,16,0,0,0,2,1,1,2,0,0,0,1,1,1,1,1,1,4,2,3,1,2,5,0,15.0,0,0,1,0,0,0,0,1,0,0,0,1,0
188,1,17,0,1,1,3,3,1,2,0,0,1,0,0,0,1,1,1,3,3,3,1,3,3,6,8.0,0,1,0,0,0,0,0,1,0,0,0,1,0
189,0,17,1,1,0,1,2,1,2,0,0,0,0,0,1,1,0,0,3,1,3,1,5,3,4,9.0,1,0,0,0,0,0,0,1,0,0,0,1,0
190,1,16,0,1,0,2,3,1,2,0,0,0,0,0,1,1,1,0,4,3,3,1,1,2,10,12.0,0,0,0,1,0,0,0,0,1,0,0,1,0
191,1,17,0,1,0,1,1,1,2,0,0,0,0,1,1,1,1,0,5,3,3,1,1,3,0,8.333333333,1,0,0,0,0,0,0,0,1,0,0,1,0
192,0,17,0,1,0,1,2,2,2,0,0,0,1,1,0,1,1,0,4,4,4,4,5,5,12,7.666666667,1,0,0,0,0,0,0,0,1,0,0,0,1
193,0,16,1,1,0,3,3,1,1,0,0,1,0,1,1,1,1,0,4,3,2,3,4,5,8,9.0,0,0,0,1,0,0,0,0,1,0,0,1,0
194,0,16,0,1,0,2,3,2,1,0,0,0,0,0,1,1,1,0,5,3,3,1,1,3,0,13.66666667,0,0,1,0,0,0,0,1,0,0,1,0,0
195,1,17,0,0,0,2,4,1,2,0,0,0,0,1,1,1,1,1,4,3,2,1,1,5,0,14.66666667,0,0,0,1,0,0,0,0,1,0,1,0,0
196,0,17,0,1,0,4,4,1,1,0,0,0,0,0,1,1,1,0,5,2,3,1,2,5,4,16.0,0,0,0,1,0,0,0,0,0,1,0,1,0
197,0,16,1,0,0,3,3,3,1,0,0,1,1,1,1,1,1,0,3,3,4,3,5,3,8,9.333333333,0,0,0,0,1,0,0,1,0,0,1,0,0
198,1,17,0,1,0,4,4,2,1,1,0,1,0,0,1,1,1,0,4,2,4,2,3,2,24,18.0,0,0,0,1,0,0,0,0,0,1,0,1,0
199,1,16,0,0,0,4,4,1,2,0,0,1,1,0,1,1,1,0,4,5,2,1,2,3,0,9.333333333,0,0,0,0,1,0,0,0,0,1,0,1,0
200,1,16,0,1,0,4,3,1,2,0,0,1,0,1,1,1,1,0,4,3,5,1,5,2,2,16.0,0,1,0,0,0,0,0,1,0,0,0,1,0
201,1,16,0,1,0,2,3,1,2,0,1,1,1,1,1,1,0,0,4,4,3,1,3,4,6,9.333333333,0,0,1,0,0,0,0,1,0,0,0,1,0
202,1,17,0,1,0,1,1,1,2,0,0,1,1,0,0,1,0,0,4,4,4,1,3,1,4,9.333333333,0,0,1,0,0,0,0,1,0,0,0,1,0
203,1,17,1,1,0,2,2,1,1,0,0,1,0,0,1,1,1,0,5,3,2,1,2,3,18,6.333333333,0,0,1,0,0,0,0,1,0,0,0,1,0
204,1,16,1,1,0,2,2,2,4,0,0,1,1,1,0,1,1,0,5,3,5,1,1,5,6,10.33333333,0,0,0,1,0,0,0,0,1,0,0,1,0
205,1,17,0,1,0,3,4,1,3,1,0,1,1,0,1,1,1,1,4,4,3,3,4,5,28,9.333333333,1,0,0,0,0,0,0,0,1,0,0,1,0
206,1,16,0,1,1,3,1,1,2,3,0,1,1,0,1,1,1,0,2,3,3,2,2,4,5,7.0,0,0,0,1,0,0,0,1,0,0,0,1,0
207,1,16,0,1,0,4,3,1,2,0,0,0,1,1,1,1,1,1,1,3,2,1,1,1,10,12.0,0,0,0,0,1,0,0,1,0,0,0,1,0
208,1,16,0,1,0,1,1,2,1,0,0,1,1,0,1,1,0,0,4,3,2,1,4,5,6,9.333333333,1,0,0,0,0,0,0,1,0,0,0,1,0
209,1,17,1,1,0,4,3,2,3,0,0,1,1,1,1,1,1,1,4,4,2,1,1,4,6,7.0,0,0,0,0,1,0,0,1,0,0,0,1,0
210,1,19,0,1,0,3,3,1,4,0,0,1,1,1,1,1,1,0,4,3,3,1,2,3,10,8.0,0,0,1,0,0,0,0,1,0,0,0,0,1
211,0,17,0,0,0,4,4,1,2,0,0,1,1,0,1,1,1,1,5,3,5,4,5,3,13,12.33333333,0,0,0,1,0,0,0,1,0,0,0,1,0
212,1,16,0,1,1,2,2,1,2,0,1,1,1,0,1,1,1,0,3,3,4,1,1,4,0,13.0,0,0,1,0,0,0,0,1,0,0,0,1,0
213,0,18,0,1,0,2,2,1,2,1,0,1,1,1,1,1,1,0,4,4,4,2,4,5,15,7.0,0,0,0,1,0,0,0,1,0,0,0,1,0
214,1,17,1,0,0,4,4,1,1,0,0,1,1,0,1,1,0,0,5,2,1,1,2,3,12,9.333333333,0,0,0,1,0,0,0,1,0,0,0,1,0
215,1,17,0,0,0,3,2,2,2,0,0,0,1,0,1,1,1,0,4,4,4,1,3,1,2,14.66666667,0,0,1,0,0,0,0,1,0,0,0,1,0
216,1,17,0,1,0,4,3,1,2,2,0,0,1,0,1,1,1,1,3,4,5,2,4,1,22,5.333333333,0,0,1,0,0,0,0,1,0,0,0,1,0
217,0,18,0,0,0,3,3,1,2,1,0,1,1,0,1,1,1,0,3,2,4,2,4,4,13,6.666666667,0,0,0,1,0,0,1,0,0,0,1,0,0
218,1,17,0,1,0,2,3,2,1,0,0,1,1,0,1,1,0,0,3,3,3,1,4,3,3,7.333333333,1,0,0,0,0,0,0,1,0,0,1,0,0
219,1,17,0,1,0,2,2,1,3,0,0,1,1,1,1,1,1,0,4,3,3,1,1,4,4,9.666666667,1,0,0,0,0,1,0,0,0,0,0,1,0
220,1,17,1,1,0,2,1,2,2,0,0,1,0,1,1,1,1,0,4,2,5,1,2,5,2,6.0,1,0,0,0,0,0,0,0,1,0,0,1,0
221,1,17,0,1,0,1,1,1,3,1,0,1,0,1,1,1,0,1,4,3,4,1,1,5,0,3.666666667,1,0,0,0,0,0,0,1,0,0,0,1,0
222,1,16,0,1,0,2,3,1,2,0,1,0,0,0,1,1,1,0,2,3,1,1,1,3,2,16.33333333,0,0,0,1,0,0,0,0,0,1,0,1,0
223,0,18,0,1,0,2,2,2,2,0,0,1,1,0,1,1,1,0,3,3,3,5,5,4,0,12.66666667,0,0,1,0,0,0,0,1,0,0,0,1,0
224,1,16,0,1,0,4,4,1,3,0,0,1,0,1,0,1,1,0,5,3,2,1,1,5,0,13.33333333,0,0,0,0,1,0,0,0,1,0,0,1,0
225,1,18,1,1,0,3,1,1,2,1,0,0,0,1,1,1,1,1,5,3,3,1,1,4,16,8.0,0,0,1,0,0,0,0,1,0,0,0,1,0
226,1,17,0,1,0,3,2,1,2,0,0,0,0,1,0,1,1,0,5,3,4,1,3,3,10,15.33333333,0,0,1,0,0,0,0,1,0,0,0,1,0
227,0,17,0,0,0,2,3,1,2,0,0,1,1,0,0,1,1,0,5,3,3,1,3,3,2,11.66666667,0,0,0,1,0,0,0,0,1,0,1,0,0
228,0,18,0,0,0,2,1,4,2,0,1,1,1,1,1,1,1,1,4,3,2,4,5,3,14,9.0,1,0,0,0,0,0,0,1,0,0,0,1,0
229,1,17,0,1,1,2,1,2,3,0,0,0,0,1,1,1,1,1,3,2,3,1,2,3,10,11.33333333,0,0,1,0,0,0,0,1,0,0,0,1,0
230,1,17,0,0,0,4,3,1,2,0,0,0,0,1,1,1,1,1,3,2,3,1,2,3,14,13.33333333,0,1,0,0,0,0,0,1,0,0,1,0,0
231,0,17,1,1,0,2,2,2,2,0,0,1,1,1,1,1,1,0,4,5,2,1,1,1,4,11.0,0,0,1,0,0,0,0,1,0,0,1,0,0
232,0,17,0,1,0,4,4,1,2,0,1,1,0,1,1,1,1,1,4,5,5,1,3,2,14,9.666666667,0,0,0,0,1,0,0,0,0,1,0,1,0
233,0,16,0,1,0,4,4,1,2,0,0,1,1,1,1,1,1,0,4,2,4,2,4,1,2,13.33333333,0,1,0,0,0,0,0,1,0,0,1,0,0
234,0,16,0,0,0,1,1,2,2,0,0,1,1,0,1,1,1,0,3,4,2,1,1,5,18,7.333333333,0,0,1,0,0,0,0,1,0,0,0,1,0
235,0,16,0,1,0,3,2,2,3,0,0,0,0,1,1,1,1,1,5,3,3,1,3,2,10,10.0,1,0,0,0,0,0,0,1,0,0,0,1,0
236,0,17,0,0,0,2,2,1,2,0,0,0,1,1,0,1,1,1,4,4,2,5,5,4,4,13.33333333,0,0,1,0,0,0,0,1,0,0,1,0,0
237,1,16,0,1,0,2,1,1,1,0,0,0,0,0,1,1,1,1,4,5,2,1,1,5,20,12.33333333,0,0,1,0,0,0,0,1,0,0,0,1,0
238,1,17,1,1,0,2,1,3,2,0,0,0,0,1,1,1,0,0,2,1,1,1,1,3,2,11.66666667,1,0,0,0,0,0,0,0,1,0,0,1,0
239,0,18,0,1,0,2,2,1,2,1,0,0,0,0,1,0,1,0,5,5,4,3,5,2,0,4.666666667,0,0,1,0,0,0,0,0,1,0,1,0,0
240,0,17,0,0,0,4,3,2,2,0,0,0,0,1,1,1,1,1,2,5,5,1,4,5,14,12.0,0,1,0,0,0,0,0,1,0,0,0,1,0
241,0,17,1,0,1,4,4,2,2,0,0,1,1,0,1,1,1,0,3,3,3,2,3,4,2,11.0,0,0,0,0,1,0,0,1,0,0,0,1,0
242,0,16,0,0,0,4,3,1,1,0,0,0,0,1,0,1,1,0,5,4,5,1,1,3,0,2.0,0,0,0,0,1,0,0,1,0,0,0,1,0
243,0,16,0,1,0,4,4,1,1,0,0,0,0,1,1,1,1,0,5,3,2,1,2,5,0,12.33333333,0,0,0,1,0,0,0,0,1,0,0,1,0
244,1,18,0,1,0,2,1,2,3,0,0,1,1,0,0,1,1,1,4,4,4,1,1,3,0,2.333333333,0,0,1,0,0,0,0,1,0,0,0,0,1
245,0,16,0,1,0,2,1,3,1,0,0,0,0,0,1,1,1,0,4,3,3,1,1,4,6,18.0,0,0,1,0,0,0,0,1,0,0,0,1,0
246,0,17,0,1,0,2,3,2,1,0,0,0,0,0,1,1,1,0,5,2,2,1,1,2,4,12.33333333,0,0,1,0,0,0,0,1,0,0,1,0,0
247,0,22,0,1,0,3,1,1,1,3,0,0,0,0,0,0,1,1,5,4,5,5,5,1,16,7.333333333,0,0,0,1,0,0,0,0,1,0,0,1,0
248,0,18,1,0,0,3,3,1,2,1,0,1,0,0,1,1,1,1,4,3,3,1,3,5,8,4.333333333,0,0,1,0,0,0,0,0,1,0,0,1,0
249,0,16,0,1,0,0,2,1,1,0,0,0,1,0,0,1,1,0,4,3,2,2,4,5,0,14.33333333,0,0,1,0,0,0,0,1,0,0,0,1,0
250,0,18,0,1,0,3,2,2,1,1,0,0,0,0,1,0,1,0,4,4,5,2,4,5,0,7.333333333,0,0,0,1,0,0,0,1,0,0,0,1,0
251,0,16,0,1,0,3,3,3,2,0,1,1,0,0,0,1,1,0,5,3,3,1,3,2,6,9.0,1,0,0,0,0,0,0,1,0,0,0,0,1
252,0,18,0,1,0,2,1,1,1,1,0,0,0,0,0,0,1,0,3,2,5,2,5,5,4,7.666666667,0,0,0,1,0,0,0,0,1,0,0,1,0
253,0,16,1,1,0,2,1,2,1,0,0,0,0,1,0,1,0,0,3,3,2,1,3,3,0,8.333333333,0,0,1,0,0,0,0,1,0,0,0,1,0
254,0,17,1,1,0,2,1,1,1,0,0,0,0,0,0,1,1,0,4,4,2,2,4,5,0,10.66666667,0,0,1,0,0,0,0,1,0,0,0,1,0
255,0,17,0,0,0,1,1,2,1,1,0,1,0,1,1,1,1,0,4,4,4,1,2,5,2,8.0,0,1,0,0,0,0,0,1,0,0,0,1,0
256,1,17,0,0,0,4,2,1,4,0,0,1,1,1,1,1,1,0,4,2,3,1,1,4,6,13.0,0,0,0,0,1,0,0,0,1,0,0,1,0
257,0,19,0,0,1,4,3,1,2,0,0,1,0,0,1,1,1,0,4,3,1,1,1,1,12,11.0,0,0,0,1,0,1,0,0,0,0,0,1,0
258,0,18,0,1,0,2,1,1,2,0,0,0,0,1,1,1,1,0,5,2,4,1,2,4,8,14.33333333,0,0,1,0,0,0,0,1,0,0,0,1,0
259,1,17,0,0,0,2,2,1,4,0,0,0,1,1,1,1,1,1,3,4,1,1,1,2,0,6.333333333,0,0,0,1,0,0,0,0,1,0,1,0,0
260,1,18,0,1,0,4,3,1,2,0,0,1,1,0,1,1,1,1,3,1,2,1,3,2,21,17.66666667,0,0,0,1,0,0,0,1,0,0,1,0,0
261,0,18,0,1,0,4,3,1,2,0,0,1,1,0,0,1,1,0,4,3,2,1,1,3,2,8.0,0,0,0,0,1,0,0,1,0,0,0,1,0
