,sex,age,address,famsize,Pstatus,Medu,Fedu,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,Promedio,M__at_home,M__nurse,M__otherMomJob,M__services,M__teacher,F__at_home,F__health,F__otherFatherJob,F__services,F__teacher,G__father,G__mother,G__otherGuardian
262,0,18,1,1,0,3,2,1,3,0,0,0,0,1,0,1,0,0,5,3,2,1,1,3,1,12.33333333,0,0,1,0,0,0,0,1,0,0,0,1,0
263,1,17,0,1,0,3,3,1,3,0,0,0,0,1,0,1,0,0,3,2,3,1,1,4,4,9.333333333,0,0,1,0,0,0,0,1,0,0,0,1,0
264,1,18,0,1,0,2,2,1,3,0,0,1,1,1,1,1,1,1,4,3,3,1,1,3,0,6.333333333,1,0,0,0,0,0,0,0,1,0,0,1,0
265,0,18,1,0,1,3,4,2,2,0,0,1,1,1,1,1,1,0,4,2,5,3,4,1,13,17.0,0,0,1,0,0,0,0,1,0,0,0,1,0
266,0,17,0,1,0,3,1,1,2,0,0,0,1,1,1,1,1,1,5,4,4,3,4,5,2,9.333333333,0,0,0,1,0,0,0,1,0,0,0,1,0
267,1,18,1,1,0,4,4,2,2,0,0,0,1,1,1,1,1,0,4,3,4,2,2,4,8,11.0,0,0,0,0,1,0,0,1,0,0,0,1,0
268,0,18,0,1,0,4,2,1,2,0,0,1,1,1,1,1,1,1,5,4,5,1,3,5,10,9.666666667,0,1,0,0,0,0,0,1,0,0,1,0,0
269,1,18,1,1,0,2,1,2,2,0,0,1,0,0,1,0,1,1,4,3,5,1,2,3,0,2.0,0,0,1,0,0,0,0,1,0,0,0,1,0
270,1,19,0,1,0,3,3,1,2,2,0,1,1,1,1,1,1,0,4,3,5,3,3,5,15,9.0,0,0,1,0,0,0,0,0,1,0,0,0,1
271,1,18,0,1,0,2,3,1,4,0,0,1,1,1,1,1,1,1,4,5,5,1,3,2,4,14.33333333,0,0,1,0,0,0,0,0,1,0,1,0,0
272,1,18,0,0,0,1,1,2,2,0,0,1,1,0,0,1,0,0,4,4,3,1,1,3,2,11.0,0,0,1,0,0,0,0,1,0,0,0,1,0
273,0,17,1,1,0,1,2,1,2,0,0,1,1,1,0,1,0,1,3,5,2,2,2,1,2,14.33333333,1,0,0,0,0,1,0,0,0,0,0,1,0
274,1,17,0,1,0,2,4,2,2,0,0,1,1,0,1,1,1,1,4,3,3,1,1,1,2,10.0,1,0,0,0,0,0,1,0,0,0,0,1,0
275,1,17,0,0,0,2,2,2,2,0,1,1,1,0,1,1,1,1,4,4,4,2,3,5,6,12.0,0,0,0,1,0,0,0,1,0,0,0,1,0
276,1,18,1,1,1,3,2,2,2,0,0,0,0,0,0,0,1,1,4,1,1,1,1,5,75,9.333333333,0,0,1,0,0,0,0,0,1,0,0,1,0
277,0,18,0,1,0,4,4,2,1,0,0,0,1,1,1,1,1,0,3,2,4,1,4,3,22,9.0,0,0,0,0,1,0,0,0,1,0,0,1,0
278,1,18,0,1,0,4,4,1,2,1,1,1,0,1,1,1,1,1,2,4,4,1,1,4,15,8.333333333,0,1,0,0,0,0,1,0,0,0,1,0,0
279,0,18,0,0,0,4,3,2,1,0,0,0,1,1,1,1,1,0,4,2,3,1,2,1,8,10.33333333,0,0,0,0,1,0,0,0,1,0,0,1,0
280,0,17,0,0,1,4,1,2,1,0,0,0,1,1,1,1,1,1,4,5,4,2,4,5,30,8.0,0,0,0,1,0,0,0,1,0,0,0,1,0
281,0,17,0,0,1,3,2,1,1,1,0,0,0,0,1,1,1,0,4,4,4,3,4,3,19,10.0,0,0,0,0,1,0,0,0,1,0,0,1,0
282,1,18,1,0,0,1,1,2,4,0,0,1,1,1,1,1,0,0,5,2,2,1,1,3,1,12.0,1,0,0,0,0,0,0,1,0,0,0,1,0
283,1,18,0,1,0,1,1,2,2,0,1,0,0,1,1,1,1,0,5,4,4,1,1,4,4,9.0,0,0,1,0,0,0,0,1,0,0,0,1,0
284,1,17,0,1,0,2,2,1,2,0,0,1,0,0,0,1,1,0,5,4,5,1,2,5,4,10.0,0,0,1,0,0,0,0,1,0,0,0,1,0
285,0,17,0,1,0,1,1,1,2,0,0,0,1,0,0,1,1,0,4,3,3,1,2,4,2,11.0,0,0,1,0,0,0,0,1,0,0,1,0,0
286,1,18,0,1,0,2,2,1,3,0,0,1,1,0,1,1,1,0,4,3,3,1,2,2,5,18.33333333,1,0,0,0,0,1,0,0,0,0,0,1,0
287,1,17,0,1,0,1,1,1,3,0,0,1,1,0,1,1,1,0,4,3,3,1,1,3,6,12.33333333,0,0,0,1,0,0,0,0,0,1,0,1,0
288,0,18,0,1,0,2,1,1,3,0,0,0,1,1,1,1,1,0,4,2,4,1,3,2,6,14.33333333,0,0,0,1,0,0,0,0,1,0,0,1,0
289,0,18,0,0,1,4,4,1,2,0,0,1,1,1,1,1,1,0,5,4,3,1,1,2,9,14.33333333,0,0,0,0,1,0,0,0,0,1,0,1,0
290,0,18,0,1,0,4,2,1,2,0,0,1,1,1,1,1,1,1,4,3,2,1,4,5,11,11.33333333,0,0,0,0,1,0,0,1,0,0,0,1,0
291,1,17,0,1,0,4,3,1,3,0,0,1,1,0,1,1,1,0,4,2,2,1,2,3,0,15.0,0,1,0,0,0,0,0,0,1,0,0,1,0
292,1,18,0,0,0,2,1,1,2,1,0,0,0,0,1,1,1,1,5,4,3,1,1,5,12,12.33333333,0,0,0,1,0,1,0,0,0,0,0,1,0
293,1,17,1,0,0,3,1,2,4,0,0,1,1,0,1,1,0,0,3,1,2,1,1,3,6,18.0,0,0,0,1,0,0,0,1,0,0,0,1,0
294,0,18,1,0,0,3,2,2,3,0,0,1,1,1,1,1,1,0,5,4,2,1,1,4,8,13.66666667,0,0,0,1,0,0,0,1,0,0,0,1,0
295,0,17,0,1,0,3,3,1,1,0,0,1,1,0,1,1,1,0,4,4,3,1,3,5,4,12.33333333,0,1,0,0,0,0,0,1,0,0,0,1,0
296,1,19,0,1,0,4,4,2,2,0,0,1,1,1,1,1,1,0,2,3,4,2,3,2,0,6.333333333,0,1,0,0,0,0,0,1,0,0,0,0,1
297,1,18,0,0,0,4,3,2,2,0,0,1,1,0,1,1,1,1,4,4,5,1,2,2,10,8.666666667,0,0,1,0,0,0,0,1,0,0,0,0,1
298,1,18,0,1,0,4,3,1,4,0,0,1,1,0,1,1,1,0,4,3,3,1,1,3,0,13.66666667,0,0,1,0,0,0,0,1,0,0,1,0,0
299,0,18,0,0,0,4,4,1,1,0,0,1,1,0,1,1,1,1,1,4,2,2,2,1,5,15.66666667,0,0,0,0,1,0,0,0,0,1,0,1,0
300,1,18,0,0,1,4,4,1,2,0,0,1,0,0,1,1,1,1,4,2,4,1,1,4,14,11.0,0,1,0,0,0,0,0,1,0,0,0,1,0
301,0,17,0,0,0,4,4,2,1,0,0,0,1,0,1,1,1,0,4,1,1,2,2,5,0,10.66666667,0,0,1,0,0,0,0,0,0,1,1,0,0
302,1,17,0,1,0,4,2,2,3,0,0,1,1,0,1,1,1,0,4,3,3,1,1,3,0,13.66666667,0,0,1,0,0,0,0,1,0,0,0,1,0
303,1,17,0,1,0,3,2,1,4,0,0,1,1,1,0,1,1,0,5,2,2,1,2,5,0,17.33333333,0,1,0,0,0,0,1,0,0,0,1,0,0
304,0,19,0,1,0,3,3,1,2,1,0,1,0,1,1,1,1,1,4,4,4,1,1,3,20,14.0,0,0,1,0,0,0,0,1,0,0,0,0,1
305,1,18,0,1,0,2,4,1,2,1,0,1,1,1,1,1,1,0,4,4,3,1,1,3,8,12.66666667,0,0,0,1,0,1,0,0,0,0,0,0,1
306,0,20,0,1,1,3,2,1,1,0,0,0,0,1,1,1,0,0,5,5,3,1,1,5,0,17.66666667,0,0,0,1,0,0,0,1,0,0,0,0,1
307,0,19,0,1,0,4,4,2,1,1,0,1,1,0,1,1,1,1,4,3,4,1,1,4,38,8.333333333,0,0,0,0,1,0,0,0,1,0,0,0,1
308,0,19,1,1,0,3,3,1,2,1,0,0,0,1,1,1,0,1,4,5,3,1,2,5,0,13.0,0,0,1,0,0,0,0,0,1,0,1,0,0
309,1,19,0,0,0,1,1,1,2,1,1,1,0,1,0,1,1,0,4,4,3,1,3,3,18,10.66666667,1,0,0,0,0,0,0,1,0,0,0,0,1
310,1,19,0,0,0,1,2,1,2,1,0,0,0,1,0,1,0,1,4,2,4,2,2,3,0,6.0,0,0,0,1,0,0,0,0,1,0,0,0,1
311,1,19,0,1,0,2,1,3,2,0,0,1,0,0,1,0,1,1,3,4,1,1,1,2,20,13.0,1,0,0,0,0,0,0,1,0,0,0,0,1
312,0,19,0,1,0,1,2,1,2,1,0,0,0,0,0,1,1,0,4,5,2,2,2,4,3,11.66666667,0,0,1,0,0,0,0,0,1,0,0,0,1
313,1,19,0,0,0,3,2,2,2,1,0,1,1,0,0,1,1,1,4,2,2,1,2,1,22,11.33333333,0,0,0,1,0,0,0,1,0,0,0,0,1
314,1,19,0,1,0,1,1,1,3,2,0,0,0,0,0,1,1,1,4,1,2,1,1,3,14,13.66666667,1,0,0,0,0,0,1,0,0,0,0,0,1
315,1,19,1,1,0,2,3,1,3,1,0,0,0,0,1,1,1,1,4,1,2,1,1,3,40,11.66666667,0,0,1,0,0,0,0,1,0,0,0,0,1
316,1,18,0,1,0,2,1,2,2,0,0,1,1,1,1,1,1,0,5,3,3,1,2,1,0,5.333333333,0,0,0,1,0,0,0,1,0,0,0,1,0
317,1,18,0,1,0,4,3,1,3,0,0,1,1,1,1,1,1,1,4,3,4,1,1,5,9,9.333333333,0,0,1,0,0,0,0,1,0,0,0,1,0
318,1,17,1,1,0,3,4,1,3,0,0,1,1,1,0,1,1,0,4,3,4,2,5,5,0,10.66666667,1,0,0,0,0,0,0,0,1,0,1,0,0
319,1,18,0,1,0,4,4,1,2,0,0,1,1,0,1,1,1,0,4,4,4,3,3,5,2,11.0,0,0,0,0,1,0,0,1,0,0,0,1,0
320,1,17,0,1,1,4,3,1,2,0,0,1,1,0,1,1,1,1,5,2,2,1,2,5,23,13.0,0,0,0,1,0,0,0,0,1,0,0,1,0
321,1,17,0,1,0,2,2,1,2,0,0,1,0,0,1,1,0,1,4,2,2,1,1,3,12,9.666666667,0,0,1,0,0,0,0,1,0,0,0,1,0
322,1,17,1,0,0,2,2,1,3,0,0,1,1,1,1,1,1,0,3,3,2,2,2,3,3,11.0,0,0,0,1,0,0,0,0,1,0,0,1,0
323,1,17,0,1,0,3,1,1,3,0,0,1,0,0,0,1,1,0,3,4,3,2,3,5,1,13.66666667,0,0,0,1,0,0,0,0,1,0,1,0,0
324,1,17,0,0,0,0,2,2,3,0,0,0,0,0,1,1,1,0,3,3,3,2,3,2,0,15.33333333,1,0,0,0,0,1,0,0,0,0,1,0,0
325,0,18,0,1,0,4,4,1,3,0,0,0,0,1,1,1,1,0,4,3,3,2,2,3,3,10.66666667,0,0,1,0,0,0,0,1,0,0,0,1,0
326,0,17,0,1,0,3,3,1,1,0,0,0,0,1,0,1,1,0,4,3,5,3,5,5,3,15.0,0,0,1,0,0,0,0,0,1,0,0,1,0
327,0,17,1,1,0,2,2,4,1,0,0,1,0,0,1,1,1,0,4,4,5,5,5,4,8,10.33333333,0,0,0,1,0,0,0,1,0,0,0,1,0
328,1,17,0,1,0,4,4,1,3,0,0,1,1,1,1,1,1,0,5,4,4,1,3,4,7,9.333333333,0,0,0,0,1,0,0,0,1,0,0,1,0
329,1,17,0,1,0,4,4,2,3,0,0,1,1,0,0,1,1,1,4,3,3,1,2,4,4,14.0,0,0,0,0,1,0,0,0,0,1,0,1,0
330,0,18,0,0,0,2,2,1,4,0,0,1,0,1,1,1,1,0,4,5,5,2,4,5,2,8.333333333,0,0,1,0,0,0,0,1,0,0,0,1,0
331,1,17,1,1,0,2,4,1,3,0,0,1,0,0,1,1,1,1,4,4,3,1,1,5,7,13.33333333,1,0,0,0,0,0,0,1,0,0,1,0,0
332,1,18,0,1,0,3,3,1,2,0,0,0,0,1,1,1,1,0,5,3,4,1,1,4,0,2.333333333,0,0,0,1,0,0,0,0,1,0,0,1,0
333,1,18,0,0,0,2,2,1,2,0,0,0,0,1,0,1,1,1,4,3,3,1,1,2,0,5.333333333,0,0,1,0,0,0,0,1,0,0,0,0,1
334,1,18,1,1,0,2,2,2,4,0,0,0,0,1,1,1,0,0,4,4,4,1,1,4,0,6.333333333,1,0,0,0,0,0,0,1,0,0,0,1,0
335,1,17,0,1,0,3,4,1,3,0,0,0,0,0,1,1,1,0,4,4,5,1,3,5,16,15.33333333,0,0,0,1,0,0,0,1,0,0,0,1,0
336,1,19,1,1,1,3,1,1,3,1,0,0,1,0,1,1,0,0,5,4,3,1,2,5,12,13.33333333,0,0,0,1,0,1,0,0,0,0,0,0,1
337,1,17,0,1,0,3,2,1,2,0,0,1,1,0,1,1,1,1,4,3,2,2,3,2,0,5.0,0,0,1,0,0,0,0,1,0,0,0,1,0
338,1,18,0,0,0,3,3,1,4,0,0,1,0,0,1,1,1,0,5,3,3,1,1,1,7,16.0,0,0,0,1,0,0,0,0,1,0,0,1,0
339,1,17,1,1,1,3,2,1,2,0,0,1,1,0,1,1,1,0,4,3,3,2,3,2,4,9.666666667,0,0,1,0,0,0,0,1,0,0,0,1,0
340,1,19,0,1,0,2,1,1,3,1,0,0,1,1,1,1,1,1,4,3,4,1,3,3,4,11.33333333,0,0,0,1,0,0,0,0,1,0,0,0,1
341,0,18,0,1,0,4,4,1,2,1,0,1,0,1,1,1,1,0,4,3,3,2,2,2,0,6.666666667,0,0,0,0,1,0,0,0,1,0,1,0,0
342,0,18,0,0,0,3,4,1,2,0,0,0,0,1,1,1,1,1,4,3,3,1,3,5,11,15.33333333,0,0,0,1,0,0,0,1,0,0,0,1,0
343,1,17,0,1,1,2,2,1,2,1,0,1,0,0,1,1,1,1,3,3,1,1,2,4,0,5.666666667,1,0,0,0,0,1,0,0,0,0,1,0,0
344,1,18,0,1,0,2,3,1,3,0,0,1,0,0,1,1,1,0,4,3,3,1,2,3,4,10.33333333,1,0,0,0,0,0,0,1,0,0,0,1,0
345,1,18,0,1,0,3,2,1,3,0,0,0,0,0,1,1,1,1,5,4,3,2,3,1,7,13.33333333,0,0,1,0,0,0,0,0,1,0,0,1,0
346,0,18,1,1,0,4,3,1,3,0,0,0,0,0,1,1,1,1,5,3,2,1,2,4,9,15.66666667,0,0,0,0,1,0,0,0,1,0,0,1,0
347,0,18,0,1,0,4,3,1,3,0,0,1,1,0,1,1,1,1,5,4,5,2,3,5,0,9.666666667,0,0,0,0,1,0,0,1,0,0,0,1,0
348,1,17,0,1,0,4,3,1,3,0,0,1,1,1,1,1,1,1,4,4,3,1,3,4,0,14.33333333,0,1,0,0,0,0,0,1,0,0,0,1,0
349,0,18,1,1,0,3,2,2,1,1,0,1,0,0,0,1,1,0,2,5,5,5,5,5,10,12.33333333,0,0,1,0,0,0,0,1,0,0,0,1,0
350,0,19,1,1,0,1,1,3,2,3,0,0,0,0,1,1,1,0,5,4,4,3,3,2,8,7.666666667,0,0,1,0,0,0,0,0,1,0,0,0,1
351,0,17,0,1,0,3,3,2,2,0,0,1,1,0,1,1,1,0,4,5,4,2,3,3,2,13.0,0,1,0,0,0,0,0,1,0,0,0,1,0
352,0,18,0,0,0,1,3,1,1,1,0,0,0,0,1,0,1,1,4,3,3,2,3,3,7,7.666666667,1,0,0,0,0,0,0,0,1,0,0,1,0
353,0,19,1,1,0,1,1,3,1,1,0,1,0,0,1,1,1,0,4,4,4,3,3,5,4,8.0,0,0,1,0,0,0,0,1,0,0,0,0,1
354,0,17,1,1,0,4,3,2,2,0,0,1,1,1,0,1,1,1,4,5,5,1,3,2,4,11.66666667,0,0,0,1,0,0,0,1,0,0,0,1,0
355,1,18,0,1,0,3,3,1,2,0,0,1,0,0,1,1,0,1,5,3,4,1,1,5,0,9.333333333,0,0,0,1,0,0,0,0,1,0,1,0,0
356,1,17,1,1,0,4,4,2,2,0,0,1,1,1,1,1,1,0,4,3,3,1,2,5,4,12.66666667,0,0,0,0,1,0,0,0,1,0,1,0,0
357,1,17,0,0,1,3,2,2,2,0,0,0,0,0,1,1,0,1,1,2,3,1,2,5,2,11.66666667,0,0,0,1,0,0,0,1,0,0,0,1,0
358,0,18,0,0,0,1,1,2,1,0,0,0,0,0,0,1,1,1,3,3,2,1,2,3,4,10.0,0,0,1,0,0,0,0,0,1,0,1,0,0
359,1,18,0,0,0,1,1,2,3,0,0,0,0,0,1,1,1,0,5,3,2,1,1,4,0,16.66666667,1,0,0,0,0,0,0,0,1,0,1,0,0
360,1,18,1,0,1,1,4,3,2,0,0,0,0,0,1,1,0,1,4,3,4,1,4,5,0,13.0,1,0,0,0,0,0,0,1,0,0,0,1,0
361,0,18,1,0,0,1,1,2,2,1,0,0,0,1,0,0,0,0,4,4,3,2,3,5,2,12.33333333,1,0,0,0,0,0,0,1,0,0,0,1,0
362,1,18,0,1,0,3,3,2,2,0,0,1,0,0,1,1,1,1,4,3,2,1,3,3,0,10.66666667,0,0,0,1,0,0,0,0,1,0,0,1,0
363,1,17,0,0,0,4,4,1,2,0,0,1,1,1,1,1,1,1,2,3,4,1,1,1,0,15.33333333,1,0,0,0,0,1,0,0,0,0,0,1,0
364,1,17,1,1,0,1,2,2,2,0,0,0,0,0,0,1,0,0,3,2,2,1,2,3,0,11.66666667,0,0,1,0,0,0,0,0,1,0,1,0,0
365,0,18,1,1,0,1,3,2,2,0,0,1,1,0,1,1,0,0,3,3,4,2,4,3,4,10.0,1,0,0,0,0,0,0,1,0,0,0,1,0
366,0,18,0,0,0,4,4,2,3,0,0,0,1,0,1,1,1,1,4,2,2,2,2,5,0,13.0,0,0,0,0,1,0,0,0,1,0,0,1,0
367,1,17,1,1,0,1,1,3,1,1,0,1,1,0,1,1,1,1,5,2,1,1,2,1,0,4.333333333,0,0,1,0,0,0,0,0,1,0,0,1,0
368,1,18,0,1,0,2,3,2,1,0,0,1,1,0,1,1,1,1,5,2,3,1,2,4,0,10.33333333,1,0,0,0,0,0,0,0,1,0,1,0,0
369,1,18,1,1,0,4,4,3,2,0,0,1,1,0,0,1,1,1,3,2,2,4,2,5,10,12.33333333,0,0,1,0,0,0,0,0,0,1,1,0,0
370,1,19,0,0,0,3,2,2,2,2,0,0,0,1,1,1,0,1,3,2,2,1,1,3,4,7.666666667,0,0,0,1,0,0,0,0,1,0,0,0,1
371,0,18,1,0,0,1,2,3,1,0,0,1,1,1,1,0,1,1,4,3,3,2,3,3,3,12.66666667,1,0,0,0,0,0,0,0,1,0,1,0,0
372,1,17,0,1,0,2,2,1,3,0,0,0,0,1,1,1,0,1,3,4,3,1,1,3,8,11.66666667,0,0,1,0,0,1,0,0,0,0,0,1,0
373,1,17,1,1,0,1,2,1,1,0,0,0,0,1,1,1,1,0,3,5,5,1,3,1,14,5.333333333,0,0,1,0,0,0,0,1,0,0,0,1,0
374,1,18,1,0,0,4,4,2,3,0,0,0,0,0,1,1,1,0,5,4,4,1,1,1,0,18.66666667,0,0,1,0,0,0,0,1,0,0,0,1,0
375,1,18,1,1,0,1,1,4,3,0,0,0,0,0,1,1,1,0,4,3,2,1,2,4,2,8.666666667,0,0,1,0,0,0,0,1,0,0,0,1,0
376,1,20,0,1,0,4,2,2,3,2,0,1,1,0,0,1,1,1,5,4,3,1,1,3,4,14.66666667,0,1,0,0,0,0,0,1,0,0,0,0,1
377,1,18,1,0,0,4,4,1,2,0,0,0,1,1,1,1,1,0,5,4,3,3,4,2,4,9.0,0,0,0,0,1,0,0,0,1,0,0,1,0
378,1,18,0,1,0,3,3,1,2,0,0,0,1,0,1,1,1,1,4,1,3,1,2,1,0,15.0,0,0,1,0,0,0,0,1,0,0,0,1,0
379,1,17,1,1,0,3,1,1,2,0,0,1,1,1,0,1,1,0,4,5,4,2,3,1,17,10.0,1,0,0,0,0,0,0,1,0,0,0,1,0
380,0,18,0,1,0,4,4,1,2,0,0,0,1,1,0,1,1,0,3,2,4,1,4,2,4,14.33333333,0,0,0,0,1,0,0,0,0,1,1,0,0
381,0,18,1,1,0,2,1,2,1,0,0,0,0,1,0,1,1,1,4,4,3,1,3,5,5,6.666666667,0,0,1,0,0,0,0,1,0,0,0,1,0
382,0,17,0,1,0,2,3,2,2,0,0,0,0,1,1,1,1,0,4,4,3,1,1,3,2,10.66666667,0,0,1,0,0,0,0,0,1,0,1,0,0
383,0,19,1,1,0,1,1,2,1,1,0,0,0,0,1,1,0,0,4,3,2,1,3,5,0,3.666666667,0,0,1,0,0,0,0,0,1,0,0,1,0
384,0,18,1,1,0,4,2,2,1,1,0,0,1,0,1,1,0,0,5,4,3,4,3,3,14,5.333333333,0,0,1,0,0,0,0,1,0,0,1,0,0
385,1,18,1,1,0,2,2,2,3,0,0,0,1,0,1,1,0,0,5,3,3,1,3,4,2,9.666666667,1,0,0,0,0,0,0,1,0,0,0,1,0
386,1,18,1,1,0,4,4,3,1,0,0,1,1,1,1,1,1,1,4,4,3,2,2,5,7,5.666666667,0,0,0,0,1,1,0,0,0,0,0,1,0
387,1,19,1,1,0,2,3,1,3,1,0,0,0,1,0,1,1,0,5,4,2,1,2,5,0,4.0,0,0,0,1,0,0,0,1,0,0,0,1,0
388,1,18,0,0,0,3,1,1,2,0,0,1,1,0,1,1,1,0,4,3,4,1,1,1,0,8.0,0,0,0,0,1,0,0,0,1,0,0,1,0
389,1,18,0,1,0,1,1,2,2,1,0,0,0,1,1,1,0,0,1,1,1,1,1,5,0,3.666666667,0,0,1,0,0,0,0,1,0,0,0,1,0
390,0,20,0,0,1,2,2,1,2,2,0,1,1,0,1,1,0,0,5,5,4,4,5,4,11,9.0,0,0,0,1,0,0,0,0,1,0,0,0,1
391,0,17,0,0,0,3,1,2,1,0,0,0,0,0,0,1,1,0,2,4,5,3,4,2,3,15.33333333,0,0,0,1,0,0,0,0,1,0,0,1,0
392,0,21,1,1,0,1,1,1,1,3,0,0,0,0,0,1,0,0,5,5,3,3,3,3,3,8.333333333,0,0,1,0,0,0,0,1,0,0,0,0,1
393,0,18,1,0,0,3,2,3,1,0,0,0,0,0,0,1,1,0,4,4,1,3,4,5,0,11.0,0,0,0,1,0,0,0,1,0,0,0,1,0
394,0,19,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,3,2,3,3,3,5,5,8.666666667,0,0,1,0,0,1,0,0,0,0,1,0,0
